"factor","tenencia","estructura","ingreso","transporte","publico","mantenimiento"
"1717",91,"propia","nuclear",12718.58,4191.45,2085.7,0
"1718",91,"litigio","ampliado",39292.82,7429.31,6322.29,0
"1719",91,"propia_pagando","nuclear",26707.55,5585.23,1303.56,2907.93
"1720",91,"propia","nuclear",25734.93,3384.21,977.65,1203.28
"1721",91,"propia","nuclear",83065.37,7371.1,1694.62,3760.25
"1722",91,NA,"nuclear",32337.86,3409.3,1303.55,1504.11
"1723",91,"propia","nuclear",30156.95,1835.05,1173.24,0
"1724",91,"propia","nuclear",37501.81,8944.37,5996.33,0
"1725",91,"propia_pagando","nuclear",24341.12,5088.9,3584.8,0
"1726",950,"propia","nuclear",68317.46,6803.54,1238.35,3008.21
"1727",950,"propia","nuclear",17120.6,2180.96,0,1504.11
"1728",950,"prestada","nuclear",54337.54,6016.42,0,4813.14
"1729",950,"prestada","ampliado",31786.31,601.64,0,0
"1730",938,"propia","ampliado",82223.22,9245.21,521.41,3609.85
"1731",938,"prestada","unipersonal",48486.65,2864.82,1147.14,0
"1732",938,"prestada","nuclear",42014.08,6198.92,182.5,3609.85
"1733",944,"propia","ampliado",72246.47,3956.8,1851.06,0
"1734",944,"propia","nuclear",163860.81,10239.9,964.62,5966.25
"1735",944,"propia","nuclear",139168.15,15551.46,3037.3,6918.89
"1736",944,"propia","ampliado",63748.45,2466.73,0,1203.28
"1737",979,"prestada","nuclear",117318.39,6317.21,0,4813.11
"1738",979,"litigio","ampliado",45053.44,3506.57,117.32,2426.62
"1739",979,"litigio","ampliado",41787.69,8759.92,743.04,6016.42
"1740",979,"litigio","nuclear",14439.22,3093.44,1499.08,0
"1741",979,"prestada","unipersonal",18994.36,1291.52,990.7,0
"1742",996,"prestada","nuclear",20933.32,5654.36,1081.94,0
"1743",996,"prestada","nuclear",24506.57,7825.38,2867.85,2671.29
"1744",996,"rentada","ampliado",28988.7,1492.11,1251.45,0
"1745",996,"propia","ampliado",47370.64,14156.09,4529.84,6467.63
"1746",996,"propia","ampliado",64798.93,3334.1,0,1830
"1747",891,"propia","ampliado",19964.26,2308.33,2007.51,0
"1748",891,"rentada","unipersonal",13155.72,1199.29,1199.29,0
"1749",891,"litigio","nuclear",10759.76,1208.32,651.8,0
"1750",891,"propia","ampliado",59356.12,7641.86,873.39,4813.14
"1751",1007,"rentada","nuclear",22965.41,2141.82,938.54,601.64
"1752",1007,"prestada","ampliado",41599.14,3163.12,2170.41,0
"1753",1007,"prestada","ampliado",128916.85,7946.25,3734.76,4211.49
"1754",1007,"rentada","nuclear",14897.44,351.96,351.96,0
"1755",1077,"propia","ampliado",41667.6,1809.93,0,1509.11
"1756",1077,"propia","nuclear",9676.29,0,0,0
"1757",1077,"rentada","nuclear",18414.46,2542.96,2242.14,0
"1758",926,"propia","ampliado",15587.85,1030.78,729.96,0
"1759",926,"propia","ampliado",36220.47,1915.18,1042.8,0
"1760",926,"rentada","ampliado",38253.78,8223.39,2567.95,0
"1761",926,"propia","ampliado",29700.7,2687.31,1694.6,0
"1762",935,"propia","nuclear",27915.89,508.38,312.85,0
"1763",935,"propia","nuclear",24165.61,2470.75,1016.79,0
"1764",935,NA,"ampliado",16173.87,2348.41,1746.77,0
"1765",935,"propia","ampliado",22862.08,1530.16,417.12,0
"1766",935,"litigio","nuclear",9205.02,2161.9,1981.4,0
"1767",935,"rentada","ampliado",10358.13,601.64,0,0
"1768",1193,"prestada","nuclear",52342.06,5437.79,2880.82,0
"1769",1193,"propia","ampliado",35736.06,6419.48,2124.8,802.18
"1770",1193,"propia","nuclear",22957.38,3521.48,2919.84,0
"1771",1193,"rentada","nuclear",15798.42,2577.05,2476.78,0
"1772",944,"propia","nuclear",45727.72,7305.92,1590.32,2857.8
"1773",944,"rentada","nuclear",21458.25,3619.84,912.45,0
"1774",944,"propia","ampliado",26350.64,2005.47,0,0
"1775",944,"propia","unipersonal",14892.49,471.28,0,0
"1776",1201,"propia","unipersonal",15960.47,920.48,860.32,0
"1777",1201,"propia","nuclear",34975.13,3188.7,0,3008.21
"1778",1201,"propia","ampliado",24466.47,4061.03,1173.15,0
"1779",1201,"propia","ampliado",73331.04,8988.42,5513.95,0
"1780",936,"prestada","nuclear",41912.88,1564.26,782.13,0
"1781",936,"rentada","nuclear",31425.39,1305.56,703.92,0
"1782",936,"prestada","nuclear",78812.91,6310.15,2646.17,0
"1783",936,"rentada","ampliado",41206.81,4765.53,3682.57,0
"1784",933,"prestada","nuclear",57015.09,1786.83,1094.94,0
"1785",933,"rentada","nuclear",30402.58,1201.26,599.62,0
"1786",933,"rentada","unipersonal",9024.48,2505.82,1877.1,0
"1787",933,"prestada","ampliado",40530.21,6051.45,1042.8,3384.23
"1788",884,"prestada","nuclear",28602.65,3623.9,3623.9,0
"1789",884,"propia_pagando","nuclear",30894.11,3276.94,1381.77,992.71
"1790",884,"prestada","nuclear",20395.43,2907.96,2607.14,0
"1791",884,"propia","unipersonal",15316.61,902.46,0,0
"1792",884,"prestada","nuclear",11932.41,1933.26,729.98,902.46
"1793",1032,"propia","ampliado",63973.8,4230.98,1857.51,0
"1794",1032,"propia","nuclear",34533.82,4584.47,1094.95,3008.21
"1795",1032,"propia","unipersonal",28327.05,729.96,729.96,0
"1796",1032,"propia","nuclear",18901.45,2212.04,156.42,1544.22
"1797",1158,"prestada","nuclear",29783.53,4946,945.08,3820.42
"1798",1158,"propia","ampliado",45771.74,7865.97,6094.14,0
"1799",1158,"propia","unipersonal",12885,0,0,0
"1800",1158,"rentada","nuclear",275597.78,13773.54,1851.05,5665.41
"1801",1158,"propia","ampliado",24307.52,2493.8,1329.62,0
"1802",1056,"propia","nuclear",44849.78,6768.46,0,3760.25
"1803",1056,"rentada","nuclear",25249.15,6271.62,3865.06,0
"1804",1056,"propia","nuclear",38384.28,4799.11,1264.47,2933
"1805",1056,"propia","ampliado",32538.37,3182.68,2581.04,0
"1806",981,"propia","unipersonal",86954.67,661.81,0,0
"1807",981,"propia","unipersonal",80340.95,3329.09,2216.05,0
"1808",981,"propia","unipersonal",142788.32,5815.87,0,3008.21
"1809",1638,"propia","nuclear",95760.26,3459.44,0,2105.75
"1810",1638,"propia","ampliado",29881.16,5176.13,2528.92,0
"1811",1638,"propia","unipersonal",68596.34,5311.46,0,2155.86
"1812",1638,"propia","nuclear",24185.84,4454.19,1746.8,0
"1813",1052,"propia","ampliado",15492.08,3754.2,3754.2,0
"1814",1052,"propia","nuclear",21057.2,5495.98,1720.68,3083.41
"1815",1052,"propia","nuclear",19101.9,4378.96,1355.7,1504.11
"1816",1052,"rentada","nuclear",12082.78,4552.42,4106.21,0
"1817",1020,"litigio","nuclear",40730.68,7727.03,156.42,5865.97
"1818",1020,"propia","ampliado",69020.32,5258.26,3754.16,0
"1819",1020,"rentada","unipersonal",9315.28,2007.48,2007.48,0
"1820",1020,"prestada","nuclear",26371.66,4036.01,0,2832.73
"1821",947,"rentada","nuclear",53445.12,10489.64,7782.25,0
"1822",947,"propia_pagando","nuclear",120326.58,10021.33,1147.13,4813.14
"1823",947,"propia","nuclear",70310.87,19708.57,1173.17,3609.85
"1824",947,"propia","ampliado",36195.8,1698.62,495.34,0
"1825",1099,"propia","nuclear",243260.37,8372.84,0,4762.99
"1826",1099,"propia","ampliado",71096.05,5981.28,3584.75,0
"1827",1099,"prestada","nuclear",19543.06,2606.09,2124.78,0
"1828",1194,"rentada","nuclear",25499.19,3312.07,1642.5,0
"1829",1194,"rentada","nuclear",44274.1,1981.4,0,802.18
"1830",1194,"propia_pagando","nuclear",30713.53,5657.95,1596.87,601.64
"1831",1194,"propia","ampliado",69607.98,6452.59,0,2090.69
"1832",962,"propia","ampliado",50209.85,9937.1,4823.15,4211.49
"1833",962,"propia","ampliado",11672.71,2523.86,1955.31,0
"1834",962,"propia","nuclear",17431.36,4079.13,3480.5,0
"1835",962,"prestada","nuclear",29151.22,6096.67,4562.49,0
"1836",1258,"propia","ampliado",59738.14,13681.36,13139.88,0
"1837",1258,"prestada","nuclear",23040.64,3359.12,2216,0
"1838",1258,"propia","nuclear",37456.66,8978.49,1629.45,4211.48
"1839",1258,"propia","nuclear",22061.51,1642.41,1642.41,0
"1840",1258,"rentada","ampliado",16845.7,4692.84,4692.84,0
"1841",878,"prestada","nuclear",16219.08,1043.85,351.96,0
"1842",878,"propia","nuclear",38103.41,4555.93,2365.95,0
"1843",878,"rentada","unipersonal",52422.34,8134.22,4223.54,0
"1844",878,"propia","nuclear",54690.49,6403.44,482.31,3950.77
"1845",878,"propia","nuclear",17974.84,3157.53,2255.07,0
"1846",167,"propia","nuclear",45832.44,2406.57,0,1504.11
"1847",167,"propia","ampliado",36298.56,1921.23,417.12,1504.11
"1848",167,"propia","unipersonal",18811.13,1329.65,1329.65,0
"1849",167,"propia","nuclear",31485.52,7650.9,782.15,5214.23
"1850",167,"prestada","nuclear",20623.01,2787.54,2607.05,0
"1851",167,"propia","nuclear",42515.54,4512.28,651.75,2807.66
"1852",167,"propia","nuclear",42154.4,3223.79,1473.02,0
"1853",167,"rentada","ampliado",8498.06,3115.47,3115.47,0
"1854",944,"propia","ampliado",203704.2,9720.49,495.35,6216.93
"1855",944,"rentada","nuclear",148663.5,11280.77,0,5354.6
"1856",944,"rentada","nuclear",38604.72,5184.13,1694.6,0
"1857",944,"rentada","unipersonal",52141.45,8964.47,0,3609.85
"1858",1086,"propia","nuclear",128750,17112.68,1720.69,10278.03
"1859",1086,"rentada","unipersonal",67683.6,7821.35,0,6016.42
"1860",1086,"propia","nuclear",105286.1,8723.81,0,6016.42
"1861",1086,"propia","unipersonal",188060.96,5113.95,0,2256.15
"1862",893,"rentada","unipersonal",31118.42,703.92,703.92,0
"1863",893,"propia","nuclear",55651.06,9068.67,2450.61,2406.57
"1864",893,"rentada","nuclear",19071.74,2609.09,2007.45,0
"1865",893,"rentada","nuclear",13115.57,862.34,260.7,0
"1866",893,"propia_pagando","ampliado",32037.05,3343.14,1538.21,0
"1867",903,"propia","ampliado",37301.48,4652.65,1042.8,0
"1868",903,"rentada","unipersonal",26125.88,3339.08,0,2587.03
"1869",903,"otra","nuclear",27875.82,0,0,0
"1870",903,"rentada","nuclear",36398.73,3589.7,2085.6,0
"1871",903,"litigio","unipersonal",37301.48,9215.17,5605.32,0
"1872",865,"propia","ampliado",36134.17,7601.7,7000.06,0
"1873",865,"propia","nuclear",25474.28,2804.61,2202.97,0
"1874",865,"propia","nuclear",40108.88,5494.98,1433.9,2406.57
"1875",865,"propia_pagando","nuclear",13943,1102.98,651.75,0
"1876",865,"propia_pagando","nuclear",33942.2,4923.41,2216.02,0
"1877",974,"propia","ampliado",30332.44,1245.39,312.84,0
"1878",974,"propia","nuclear",109196.68,9515.94,1694.6,3609.85
"1879",974,"propia","nuclear",120905.53,52212.64,1525.11,0
"1880",917,"propia","ampliado",39607.64,2115.73,912.45,0
"1881",917,"rentada","nuclear",13511.72,78.21,78.21,0
"1882",917,"propia","nuclear",31585.81,6649.09,325.88,4819.11
"1883",917,"rentada","unipersonal",110048.58,14349.15,0,3309.03
"1884",916,"litigio","nuclear",48732.51,5369.66,1759.8,1504.11
"1885",916,"propia_pagando","nuclear",87838.4,5525.93,3754.1,0
"1886",916,"propia","nuclear",67683.75,5264.36,0,3609.85
"1887",916,"propia","ampliado",28577.65,1052.87,0,0
"1888",916,"propia","nuclear",51389.55,5690.53,1629.45,2406.57
"1889",1049,"prestada","nuclear",34102.87,541.48,0,0
"1890",1049,"rentada","unipersonal",22717.62,1227.34,234.63,0
"1891",1049,"rentada","nuclear",73308.86,12550.23,7195.62,0
"1892",884,"rentada","coresidente",44902.92,1965.34,521.41,0
"1893",884,"propia_pagando","unipersonal",23338.42,1412.85,52.14,0
"1894",884,"propia","unipersonal",81717.93,6928.91,912.49,0
"1895",884,"propia","unipersonal",14143.45,701.91,0,0
"1896",884,"propia","nuclear",19003.73,2103.73,599.63,0
"1897",1176,"prestada","unipersonal",63141.85,6257.08,3910.68,0
"1898",1176,"prestada","nuclear",21293.87,4559.38,3506.52,0
"1899",1176,"rentada","unipersonal",168898.37,15442.03,0,6016.42
"1900",1176,"prestada","unipersonal",81101.18,2689.29,182.49,0
"1901",854,"rentada","nuclear",27386.34,526.43,0,0
"1902",854,"propia","ampliado",99279.76,2777.54,2476.72,0
"1903",854,"rentada","nuclear",45373.08,3909.64,2137.81,0
"1904",854,"propia","unipersonal",7515.44,312.84,312.84,0
"1905",905,"propia","nuclear",57136.15,7896.5,3350.11,2356.42
"1906",905,"propia_pagando","nuclear",64094.24,5112.95,299.82,3008.21
"1907",905,"propia","ampliado",60238.75,7803.29,3141.58,3659.98
"1908",905,"prestada","ampliado",84955.87,3194.69,808.19,0
"1909",905,"propia_pagando","nuclear",74101.64,5387.69,1055.87,1804.93
"1910",1259,"litigio","nuclear",23062.69,2764.52,2463.7,0
"1911",1259,"rentada","ampliado",11360.91,4137.26,1329.6,0
"1912",1259,"propia_pagando","nuclear",158370.25,2707.39,0,1504.11
"1913",1259,"propia","nuclear",79335.76,4707.84,0,1203.28
"1914",1259,"propia","unipersonal",111161.9,3008.21,0,1504.11
"1915",833,"rentada","nuclear",37521.84,665.8,364.98,0
"1916",833,"rentada","nuclear",29092.98,1383.74,782.1,0
"1917",833,"rentada","coresidente",71107.88,5274.39,912.5,3459.43
"1918",833,"propia","unipersonal",13440.62,0,0,0
"1919",833,"propia_pagando","nuclear",27878.79,742,651.75,0
"1920",925,"propia","nuclear",46973.67,3574.75,795.16,1804.93
"1921",925,"propia","nuclear",70391.26,4672.73,521.4,3008.21
"1922",925,"propia","nuclear",132502.07,6577.93,0,4522.33
"1923",925,"propia","unipersonal",14097.41,130.35,130.35,0
"1924",786,"litigio","nuclear",28641.84,4482.21,782.1,1022.79
"1925",786,"propia","ampliado",62660.34,11857.32,0,7946.64
"1926",786,"propia","nuclear",22125.12,2186.96,1290.51,0
"1927",786,"rentada","nuclear",71940.64,1595.35,482.31,150.41
"1928",922,"rentada","nuclear",27084.51,676.85,0,0
"1929",922,"litigio","nuclear",57293.81,1818.97,1277.49,0
"1930",922,NA,"nuclear",51780.55,5257.76,3161.04,0
"1931",922,"propia","unipersonal",34002.41,2722.91,1218.81,0
"1932",922,"prestada","unipersonal",47570.27,26589.19,0,2827.72
"1933",922,"propia","unipersonal",29209.45,2095.71,1433.9,0
"1934",841,"propia","ampliado",112055.2,5649.94,2040.09,2406.57
"1935",841,"propia","ampliado",21129.4,4567.46,247.68,2936.01
"1936",841,"propia","ampliado",663448.31,6037.97,2861.3,2123.8
"1937",972,"rentada","ampliado",32560.83,3008.21,0,2105.75
"1938",972,"propia","ampliado",9826.71,541.48,0,0
"1939",972,"prestada","unipersonal",59462.49,4572.48,0,3008.21
"1940",972,"rentada","nuclear",33960.63,2993.16,0,902.46
"1941",973,"propia","nuclear",39447.49,1840.98,938.52,0
"1942",973,"rentada","nuclear",26572.08,7911.59,391.07,3609.85
"1943",973,"propia","ampliado",33270.34,3744.15,2450.62,0
"1944",865,"propia","nuclear",111051.84,4574.45,1746.74,902.46
"1945",865,"rentada","nuclear",64865.96,4139.26,2033.51,0
"1946",865,"propia","ampliado",136325.45,9870.92,260.7,5765.73
"1947",865,"propia","nuclear",107692.97,7480.41,0,4813.14
"1948",865,"propia","unipersonal",92150.32,5986.34,0,3880.59
"1949",1126,"propia","ampliado",65982.27,7206.62,2919.92,2556.98
"1950",1126,"propia","ampliado",30301.84,2165.9,0,1579.3
"1951",1126,"propia","ampliado",47148.24,1804.93,0,300.82
"1952",1126,"propia_pagando","nuclear",13907.86,0,0,0
"1953",1126,"propia_pagando","ampliado",26290.56,3433.36,2242.1,0
"1954",910,"propia","ampliado",25464.25,5715.6,0,3609.85
"1955",910,"rentada","nuclear",51955.96,3221.81,2229.1,0
"1956",910,"rentada","nuclear",25260.59,1123.06,521.42,0
"1957",969,"propia","unipersonal",13021.4,750.04,208.56,0
"1958",969,"propia","ampliado",19101.95,300.82,0,0
"1959",969,"propia","nuclear",14740.07,1287.5,234.63,0
"1960",969,"propia_pagando","ampliado",25268.64,2007.44,2007.44,0
"1961",1221,"prestada","unipersonal",12803.19,774.31,0,0
"1962",1221,"litigio","unipersonal",47162.77,1978.12,445.64,0
"1963",1221,"propia","nuclear",49906.15,7561.61,0,4234.49
"1964",937,"propia","ampliado",28628,2570.96,1179.62,0
"1965",937,"propia","nuclear",45009.19,4483.63,2765.63,0
"1966",937,"litigio","nuclear",18067.05,1240.1,0,0
"1967",896,"propia_pagando","nuclear",67398.3,7097.87,3801,1512.33
"1968",896,"propia_pagando","ampliado",37656.37,10914.97,5924.29,0
"1969",881,"propia","nuclear",120717.23,6654.23,0,5141.9
"1970",881,"prestada","unipersonal",53898.57,12413.16,314.56,0
"1971",881,"prestada","unipersonal",7880.18,471.84,471.84,0
"1972",881,"propia","ampliado",39934.94,6357.8,157.28,2570.94
"1973",830,"propia","nuclear",45953.92,7707.82,0,4078.24
"1974",830,"propia","nuclear",60552.74,7631.23,1022.36,3806.02
"1975",830,"rentada","nuclear",30246,5047.13,812.62,1814.79
"1976",830,"prestada","nuclear",11453.22,1240.12,786.42,0
"1977",830,"propia","ampliado",34586.38,2505.43,1900.5,0
"1978",915,"propia","nuclear",91875.1,6287.21,1599.02,2873.4
"1979",915,"propia","ampliado",48746.78,3766.69,550.48,1643.39
"1980",915,"propia","ampliado",59373.2,6664.34,917.49,3629.58
"1981",915,"propia","nuclear",232391.65,7195.64,786.4,2177.75
"1982",915,"propia","nuclear",120248.28,5353.61,1572.8,1814.79
"1983",933,"propia","nuclear",8166.5,1044.51,288.35,0
"1984",933,"prestada","nuclear",72162.12,5480.66,288.35,3175.88
"1985",933,"prestada","nuclear",30373.12,2543.71,2241.24,0
"1986",933,"prestada","unipersonal",16484.14,151.23,0,0
"1987",933,"propia_pagando","nuclear",6956.61,1745.22,1140.29,0
"1988",883,"rentada","nuclear",40227.18,2278.59,917.5,0
"1989",883,"rentada","nuclear",18843.26,1512.33,0,907.4
"1990",883,"propia","ampliado",87859.73,5821.51,1808.8,604.93
"1991",883,"propia","unipersonal",20078.39,302.47,0,0
"1992",883,"rentada","ampliado",8297.51,1112.08,419.44,0
"1993",940,"propia","unipersonal",41840.47,4436.13,0,2218.06
"1994",940,"propia","unipersonal",29333.83,756.16,0,0
"1995",940,"propia","nuclear",45369.2,11896.93,0,5797.24
"1996",940,"propia","nuclear",32560.98,2343.06,629.1,0
"1997",891,"propia","ampliado",41404.91,2197.93,1441.77,0
"1998",891,"prestada","nuclear",31052.74,6179.34,2293.7,0
"1999",891,"propia","nuclear",517066.8,51419.05,0,9073.95
"2000",891,"prestada","nuclear",36572.59,1209.86,0,0
"2001",997,"propia","ampliado",81574.03,5468.55,629.12,3932.03
"2002",997,"propia","nuclear",25180.14,1115.09,419.42,0
"2003",997,"propia","nuclear",36799.45,3134.55,0,1235.07
"2004",898,"rentada","unipersonal",9838.07,855.99,747.1,0
"2005",898,"prestada","nuclear",15526.5,768.26,314.56,0
"2006",898,"prestada","nuclear",79743.9,5312.29,956.8,2601.19
"2007",898,"rentada","nuclear",31605.12,6281.2,655.35,3266.62
"2008",1031,"propia","nuclear",22432.57,1597,1022.32,0
"2009",1031,"propia","nuclear",41023.87,211.73,0,0
"2010",1031,"prestada","nuclear",20718.6,2480.25,786.45,0
"2011",1031,"propia_pagando","nuclear",194724.09,5746.84,0,4083.28
"2012",1090,"rentada","nuclear",23370.08,4141.81,2293.75,0
"2013",1090,"propia","nuclear",34329.4,8947.85,196.6,7309.5
"2014",1090,"propia","ampliado",138728.88,21763.6,163.84,2722.19
"2015",1090,"rentada","nuclear",14034.24,0,0,0
"2016",931,"rentada","ampliado",28606.8,1986.75,1684.28,0
"2017",931,"prestada","nuclear",10641.61,393.21,0,302.47
"2018",931,"prestada","nuclear",51922.46,5708.57,3198.11,0
"2019",931,"prestada","nuclear",66838.78,2017.46,419.43,0
"2020",931,"propia","nuclear",26541.05,3468.27,0,1653.48
"2021",807,"rentada","unipersonal",21172.2,2062.81,550.48,0
"2022",807,"propia","unipersonal",14588.95,0,0,0
"2023",807,"prestada","nuclear",44940.92,3992.54,0,3024.65
"2024",807,"prestada","ampliado",39259.47,3024.68,1966.05,0
"2025",807,"propia","nuclear",24247.35,2322.94,1415.55,0
"2026",985,"propia","nuclear",51680.59,2369.32,917.49,604.93
"2027",985,"propia","ampliado",42762.92,2519.53,314.56,1633.31
"2028",985,"litigio","nuclear",40013.65,2960.17,1599.08,0
"2029",985,"litigio","nuclear",1049768.17,2412.68,733.99,907.4
"2030",985,"propia","nuclear",69969.38,6347.76,1205.85,2419.72
"2031",912,"propia","ampliado",27841.55,3750.57,3145.64,0
"2032",912,"propia","nuclear",85697.13,6763.09,2831.04,2117.26
"2033",912,"propia","nuclear",52174.5,1693.8,786.4,0
"2034",912,"propia","nuclear",59685.74,6980.87,629.1,3629.58
"2035",1030,"rentada","nuclear",21638,2093.04,1730.08,0
"2036",1030,"propia","nuclear",37454.69,8995.3,3853.39,2117.25
"2037",1030,"propia","nuclear",29060.41,2328.98,1572.82,0
"2038",1030,"propia","unipersonal",9108.13,899.34,838.85,0
"2039",1030,"propia","nuclear",25431.93,910.42,865.05,0
"2040",874,"rentada","nuclear",23349.91,2894.61,1140.31,302.47
"2041",874,"rentada","nuclear",19659.9,2218.11,524.3,1512.33
"2042",874,"prestada","ampliado",7795.46,1076.8,471.87,0
"2043",918,"propia_pagando","nuclear",38916.61,1586.97,1284.5,0
"2044",918,"propia_pagando","nuclear",29797.46,3122.45,2215.05,0
"2045",949,"prestada","nuclear",22432.53,2856.24,1074.72,0
"2046",949,"rentada","nuclear",13938.37,1024.37,734,0
"2047",949,"propia","ampliado",67146.25,5443.4,3447.13,0
"2048",949,"propia","ampliado",51418.3,5187.29,2162.64,1814.79
"2049",949,"rentada","nuclear",59332.59,5708.53,2280.6,604.93
"2050",839,"rentada","ampliado",41245.57,90.74,0,0
"2051",839,"litigio","nuclear",128041.67,31647.86,0,23728.32
"2052",839,"propia","ampliado",79577.62,9114.36,5242.8,1512.33
"2053",839,"prestada","nuclear",20373.91,1094.94,550.5,0
"2054",839,"prestada","nuclear",11665,183.5,183.5,0
"2055",1136,"propia","nuclear",25028.65,4973.55,3158.75,0
"2056",1136,"propia","nuclear",23193.78,1931.75,681.56,136.11
"2057",1136,"propia","nuclear",19651.5,544.44,0,0
"2058",1136,"rentada","nuclear",16438.29,1330.86,0,0
"2059",1136,"rentada","nuclear",16299.09,1691.81,1389.34,0
"2060",1069,"prestada","ampliado",22684.58,2024.5,996.12,0
"2061",1069,"rentada","ampliado",58475.85,6592.73,3958.25,1209.86
"2062",1069,"propia","nuclear",80328.51,7010.15,1717,1966.03
"2063",1069,"prestada","nuclear",37025.3,2336.05,1035.45,0
"2064",858,"rentada","ampliado",26360.47,1677.68,1677.68,0
"2065",858,"propia","nuclear",147563.28,7425.57,2555.88,1814.79
"2066",858,"rentada","ampliado",86624.19,22716.12,4744.68,9502.44
"2067",858,"propia","unipersonal",61792.79,3641.7,2280.6,0
"2068",858,"prestada","nuclear",27221.45,4340.37,0,2419.72
"2069",999,"propia","nuclear",52178.49,3571.07,2935.89,0
"2070",999,"prestada","nuclear",12905.04,393.2,393.2,0
"2071",999,"propia","nuclear",27977.66,6259,4141.75,1361.09
"2072",999,"rentada","nuclear",34132.68,1883.38,1520.42,0
"2073",946,"litigio","ampliado",20533.08,4783.97,4783.97,0
"2074",946,"propia","ampliado",18716.31,1865.2,655.33,0
"2075",946,"propia","nuclear",21696.53,1984.17,471.84,0
"2076",946,"rentada","unipersonal",9860.22,1022.32,1022.32,0
"2077",995,"propia","nuclear",53192.79,3281.24,1920.16,151.23
"2078",995,"propia","nuclear",100679.12,8534.52,983,5494.75
"2079",995,"propia","unipersonal",24196.9,1603.07,393.2,0
"2080",995,"propia","nuclear",90285.17,5323.38,786.4,3629.58
"2081",923,"propia_pagando","nuclear",49906.03,9169.73,4783.98,1814.79
"2082",1105,"propia","nuclear",55955.2,14215.87,1310.7,3528.75
"2083",1105,"rentada","nuclear",13088.47,0,0,0
"2084",1105,"prestada","nuclear",13308.3,1890.42,786.42,0
"2085",1105,"prestada","nuclear",16191.74,1797.64,1192.71,604.93
"2086",906,"rentada","nuclear",24992.88,3444.09,2385.46,0
"2087",906,"rentada","nuclear",32941.93,7099.86,1363.12,4032.86
"2088",906,"propia_pagando","nuclear",54608.2,4349.44,235.92,2419.72
"2089",906,"rentada","nuclear",18817.05,2619.37,2044.69,0
"2090",906,"prestada","nuclear",27145.93,1811.75,904.35,0
"2091",962,"propia","nuclear",26982.56,1205.83,1205.83,0
"2092",962,"propia","nuclear",28411.44,8820.36,1435.2,2545.72
"2093",962,"propia","nuclear",27062.19,5416.13,0,4723.49
"2094",962,"propia","ampliado",93565.37,4971.51,681.56,3034.72
"2095",962,"prestada","nuclear",18556.05,3022.63,602.91,0
"2096",744,"propia","nuclear",64525.1,5350.61,0,3024.65
"2097",744,"propia","ampliado",43952.77,655.35,655.35,0
"2098",744,"propia","nuclear",64248.08,12199.34,0,9477.15
"2099",744,"propia","nuclear",82582.18,3528.77,0,1713.97
"2100",744,"propia","nuclear",37428.62,8479.09,0,2974.23
"2101",945,"propia","ampliado",42094.5,15283.55,3184.95,0
"2102",945,"propia","nuclear",47476.51,4896.92,2477.19,907.4
"2103",945,"propia","nuclear",61845.11,14982.02,0,9084
"2104",945,"prestada","nuclear",11191.14,1310.68,0,252.05
"2105",1012,"propia","compuesto",20930.31,3024.66,0,907.4
"2106",1012,"propia","ampliado",32766.59,2319.93,2319.93,0
"2107",1012,"propia","ampliado",50986.81,6670.9,4856.11,0
"2108",919,"rentada","nuclear",43720.72,6961.68,2621.3,2646.57
"2109",919,"propia_pagando","nuclear",36386.23,4105.45,786.4,2747.39
"2110",919,"propia","unipersonal",39582.09,6956.69,0,5444.36
"2111",919,"propia_pagando","nuclear",60557.72,6068.45,2228.15,0
"2112",854,"propia","ampliado",56555.16,5706,3951.7,0
"2113",854,"propia","ampliado",34357.63,1179.6,1179.6,0
"2114",854,"rentada","unipersonal",30637.23,4995.7,3204.62,0
"2115",854,"propia","ampliado",34967.65,1285.45,982.98,0
"2116",854,"propia","nuclear",82338.89,19055.32,9436.92,5383.88
"2117",1026,"propia","ampliado",38664.6,4246.58,2280.56,0
"2118",1026,"propia","nuclear",56005.61,9752.96,1907.02,3962.29
"2119",1026,"propia","nuclear",75489.1,3548.93,1900.5,0
"2120",1026,"rentada","nuclear",17240.22,2851.25,2700.02,0
"2121",882,"prestada","nuclear",18169.88,3780.81,0,3175.87
"2122",882,"propia","nuclear",11536.93,3272.68,2516.52,0
"2123",882,"prestada","ampliado",37665.48,4621.73,2202,0
"2124",882,"propia","ampliado",107283.72,8109.04,5386.85,0
"2125",882,"rentada","nuclear",31486.13,10853.45,4652.91,0
"2126",1045,"prestada","ampliado",45369.2,7497.09,1599.02,2419.72
"2127",1045,"propia","ampliado",46541.33,5809.37,4390.82,0
"2128",1045,"propia","nuclear",18420.93,6450.55,2044.65,0
"2129",1045,"prestada","ampliado",32032.64,2361.72,1212.35,0
"2130",1045,"prestada","nuclear",21202.54,1769.45,1769.45,0
"2131",988,"propia","nuclear",84295.87,4119.58,0,2153.56
"2132",988,"propia_pagando","nuclear",37530.41,4814.22,458.75,3478.31
"2133",988,"rentada","nuclear",17623.46,1776,1776,0
"2134",988,"propia","nuclear",30528.56,1500.22,1258.25,0
"2135",988,NA,"nuclear",14813.67,1638.33,1638.33,0
"2136",929,"prestada","nuclear",16383.35,3944.19,3853.45,0
"2137",929,"propia","nuclear",22659.4,4067.2,2857.34,0
"2138",929,"rentada","nuclear",23884.27,2516.48,2516.48,0
